#     r/nm   g_cation    g_anion      g_hbd      g_hfc
   3.04000    1.00000    1.00000    1.00000    0.99700
   3.06000    1.00000    1.00200    1.00000    0.99700
   3.08000    1.00000    1.00100    1.00100    0.99700
   3.10000    1.00000    1.00100    1.00000    0.99700
   3.12000    0.99900    1.00100    1.00000    0.99800
   3.14000    1.00100    1.00100    1.00000    0.99700
   3.16000    0.99800    1.00100    1.00000    0.99700
   3.18000    1.00000    1.00200    1.00000    0.99800
   3.20000    0.99900    1.00200    0.99900    0.99800
   3.22000    0.99900    1.00100    0.99900    0.99700
   3.24000    1.00000    1.00200    1.00000    0.99700
   3.26000    1.00000    1.00200    0.99900    0.99800
   3.28000    1.00000    1.00100    0.99900    0.99900
   3.30000    1.00100    1.00100    1.00000    0.99700
   3.32000    1.00000    1.00100    1.00000    0.99800
   3.34000    1.00100    1.00200    1.00000    0.99700
   3.36000    1.00100    1.00000    0.99900    0.99700
   3.38000    1.00100    1.00200    0.99900    0.99800
   3.40000    1.00100    1.00100    1.00000    0.99800
   3.42000    1.00100    1.00000    1.00000    0.99800
   3.44000    1.00200    1.00100    1.00000    0.99800
   3.46000    1.00200    1.00100    1.00000    0.99700
   3.48000    1.00100    1.00100    0.99900    0.99700
   3.50000    1.00200    1.00000    1.00000    0.99800
   3.52000    0.76800    0.76700    0.76600    0.76500
