# x1	y1	P/MPa
0.89333333	0.99999891	1.78299458
0.89666667	0.99999894	1.78807790
0.90000000	0.99999897	1.79311471
0.90333333	0.99999900	1.79810453
0.90666667	0.99999903	1.80304691
0.91000000	0.99999906	1.80794138
0.91333333	0.99999908	1.81278749
0.91666667	0.99999911	1.81758481
0.92000000	0.99999914	1.82233293
0.92333333	0.99999917	1.82703145
0.92666667	0.99999920	1.83168004
0.93000000	0.99999922	1.83627838
0.93333333	0.99999925	1.84082623
0.93666667	0.99999928	1.84532341
0.94000000	0.99999931	1.84976985
0.94333333	0.99999933	1.85416560
0.94666667	0.99999936	1.85851086
0.95000000	0.99999939	1.86280605
0.95333333	0.99999942	1.86705187
0.95666667	0.99999945	1.87124939
0.96000000	0.99999947	1.87540013
0.96333333	0.99999950	1.87950631
0.96666667	0.99999953	1.88357099
0.97000000	0.99999956	1.88759851
0.97333333	0.99999960	1.89159490
0.97666667	0.99999963	1.89556874
0.98000000	0.99999966	1.89953234
0.98333333	0.99999970	1.90350394
0.98666667	0.99999974	1.90751146
0.99000000	0.99999978	1.91160027
0.99333333	0.99999983	1.91585106
0.99666667	0.99999990	1.92043264
1.00000000	1.00000000	1.92586900
