# [C1r_Br1o] Distance / pm; [C1r_H1r]-[C1r_Br1o] Angle / Degree; Occurrence
105.0000000;  9.900000000;  0.000000000
115.0000000;  9.900000000;  0.000000000
125.0000000;  9.900000000;  0.000000000
135.0000000;  9.900000000;  0.000000000
145.0000000;  9.900000000;  0.000000000
155.0000000;  9.900000000;  0.000000000
165.0000000;  9.900000000;  0.000000000
175.0000000;  9.900000000;  0.000000000
185.0000000;  9.900000000;  0.000000000
195.0000000;  9.900000000;  0.000000000
205.0000000;  9.900000000;  0.000000000
215.0000000;  9.900000000;  0.000000000
225.0000000;  9.900000000;  0.000000000
235.0000000;  9.900000000;  0.000000000
245.0000000;  9.900000000;  0.000000000
255.0000000;  9.900000000;  0.000000000
265.0000000;  9.900000000;  0.000000000
275.0000000;  9.900000000;  0.000000000
285.0000000;  9.900000000;  0.000000000
295.0000000;  9.900000000;  0.000000000
305.0000000;  9.900000000;  0.000000000
315.0000000;  9.900000000;  0.000000000
325.0000000;  9.900000000;  0.000000000
335.0000000;  9.900000000;  0.2562755381
345.0000000;  9.900000000;  21.39691970
355.0000000;  9.900000000;  198.4685754
365.0000000;  9.900000000;  748.7845031
375.0000000;  9.900000000;  1203.940974
385.0000000;  9.900000000;  1386.852639
395.0000000;  9.900000000;  1357.202567
405.0000000;  9.900000000;  1145.944103
415.0000000;  9.900000000;  859.2284961
425.0000000;  9.900000000;  664.7080205
435.0000000;  9.900000000;  512.1788111
445.0000000;  9.900000000;  385.2769531
455.0000000;  9.900000000;  320.5693460
465.0000000;  9.900000000;  260.1626909
475.0000000;  9.900000000;  233.0951462
485.0000000;  9.900000000;  186.1445413
495.0000000;  9.900000000;  161.9339056
505.0000000;  9.900000000;  141.2742020
515.0000000;  9.900000000;  126.2023057
525.0000000;  9.900000000;  110.7790680
535.0000000;  9.900000000;  104.6980626
545.0000000;  9.900000000;  97.96370926
555.0000000;  9.900000000;  95.09858468
565.0000000;  9.900000000;  81.56606987
575.0000000;  9.900000000;  83.75585312
585.0000000;  9.900000000;  86.63369539
595.0000000;  9.900000000;  87.55412454
605.0000000;  9.900000000;  93.41086267
615.0000000;  9.900000000;  90.86262734
625.0000000;  9.900000000;  92.83606490
635.0000000;  9.900000000;  102.6293306
645.0000000;  9.900000000;  104.3928563
655.0000000;  9.900000000;  90.87870920
665.0000000;  9.900000000;  97.45653381
675.0000000;  9.900000000;  101.9370684
685.0000000;  9.900000000;  100.3689451
695.0000000;  9.900000000;  110.9694384
705.0000000;  9.900000000;  109.2164777
715.0000000;  9.900000000;  105.2756994
725.0000000;  9.900000000;  98.12505054
735.0000000;  9.900000000;  106.6960171
745.0000000;  9.900000000;  111.5405952
755.0000000;  9.900000000;  115.3983173
765.0000000;  9.900000000;  110.1311582
775.0000000;  9.900000000;  101.1964637
785.0000000;  9.900000000;  103.5009890
795.0000000;  9.900000000;  103.0786423
805.0000000;  9.900000000;  99.15990897
815.0000000;  9.900000000;  102.5616690
825.0000000;  9.900000000;  101.7031753
835.0000000;  9.900000000;  102.7898742
845.0000000;  9.900000000;  101.9455485
855.0000000;  9.900000000;  100.9223145
865.0000000;  9.900000000;  105.8921030
875.0000000;  9.900000000;  100.8547161
885.0000000;  9.900000000;  102.6442535
895.0000000;  9.900000000;  110.3192190
905.0000000;  9.900000000;  96.92514167
915.0000000;  9.900000000;  102.9059936
925.0000000;  9.900000000;  101.9613441
935.0000000;  9.900000000;  105.1251868
945.0000000;  9.900000000;  96.22280394
955.0000000;  9.900000000;  97.22276258
965.0000000;  9.900000000;  103.2962028
975.0000000;  9.900000000;  103.6411587
985.0000000;  9.900000000;  99.14020036
995.0000000;  9.900000000;  98.26281087
5.000000000;  11.70000000;  0.000000000
15.00000000;  11.70000000;  0.000000000
25.00000000;  11.70000000;  0.000000000
35.00000000;  11.70000000;  0.000000000
45.00000000;  11.70000000;  0.000000000
55.00000000;  11.70000000;  0.000000000
65.00000000;  11.70000000;  0.000000000
75.00000000;  11.70000000;  0.000000000
85.00000000;  11.70000000;  0.000000000
95.00000000;  11.70000000;  0.000000000
105.0000000;  11.70000000;  0.000000000
115.0000000;  11.70000000;  0.000000000
125.0000000;  11.70000000;  0.000000000
135.0000000;  11.70000000;  0.000000000
145.0000000;  11.70000000;  0.000000000
155.0000000;  11.70000000;  0.000000000
165.0000000;  11.70000000;  0.000000000
175.0000000;  11.70000000;  0.000000000
185.0000000;  11.70000000;  0.000000000
195.0000000;  11.70000000;  0.000000000
205.0000000;  11.70000000;  0.000000000
215.0000000;  11.70000000;  0.000000000
225.0000000;  11.70000000;  0.000000000
235.0000000;  11.70000000;  0.000000000
245.0000000;  11.70000000;  0.000000000
255.0000000;  11.70000000;  0.000000000
265.0000000;  11.70000000;  0.000000000
275.0000000;  11.70000000;  0.000000000
285.0000000;  11.70000000;  0.000000000
295.0000000;  11.70000000;  0.000000000
305.0000000;  11.70000000;  0.000000000
315.0000000;  11.70000000;  0.000000000
325.0000000;  11.70000000;  0.000000000
335.0000000;  11.70000000;  1.043088646
345.0000000;  11.70000000;  33.26424688
355.0000000;  11.70000000;  248.7467177
365.0000000;  11.70000000;  771.5127128
375.0000000;  11.70000000;  1228.620254
385.0000000;  11.70000000;  1409.608944
395.0000000;  11.70000000;  1308.990194
405.0000000;  11.70000000;  1092.787317
415.0000000;  11.70000000;  843.8265064
425.0000000;  11.70000000;  629.0913562
435.0000000;  11.70000000;  526.2160095
445.0000000;  11.70000000;  380.4343922
455.0000000;  11.70000000;  297.8082507
465.0000000;  11.70000000;  250.5444811
475.0000000;  11.70000000;  218.8813851
485.0000000;  11.70000000;  179.4852444
495.0000000;  11.70000000;  158.8438954
505.0000000;  11.70000000;  144.5016409
515.0000000;  11.70000000;  122.5532247
525.0000000;  11.70000000;  107.8733880
535.0000000;  11.70000000;  97.89878139
545.0000000;  11.70000000;  103.5383853
555.0000000;  11.70000000;  98.31486400
565.0000000;  11.70000000;  95.84568507
575.0000000;  11.70000000;  89.84647861
585.0000000;  11.70000000;  82.82483459
595.0000000;  11.70000000;  90.96553499
605.0000000;  11.70000000;  85.52337241
615.0000000;  11.70000000;  87.89864593
625.0000000;  11.70000000;  90.97361703
635.0000000;  11.70000000;  87.10231666
645.0000000;  11.70000000;  93.02995186
655.0000000;  11.70000000;  93.04607439
665.0000000;  11.70000000;  92.26297637
675.0000000;  11.70000000;  101.9743808
685.0000000;  11.70000000;  101.8843539
695.0000000;  11.70000000;  110.5871876
705.0000000;  11.70000000;  105.3391988
715.0000000;  11.70000000;  107.4360440
725.0000000;  11.70000000;  104.1958352
735.0000000;  11.70000000;  104.1495886
745.0000000;  11.70000000;  107.7265054
755.0000000;  11.70000000;  112.6019138
765.0000000;  11.70000000;  106.1816572
775.0000000;  11.70000000;  101.1111129
785.0000000;  11.70000000;  99.90203756
795.0000000;  11.70000000;  106.7092695
805.0000000;  11.70000000;  98.59149003
